,아이디,주소,기업성장단계,신규인력_채용의사,구분,신규채용_예상인력,신규채용_박사,신규채용_석사,신규채용_대졸,신규채용_전문대졸,신규채용_고졸이하,지역,업종
2130,30735,인천 남동구,성숙기,있음,법인,5,0,0,5,0,0,서울/인천/경기,의료/제약
2131,30742,서울 영등포구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
2132,30777,서울 송파구,성숙기,있음,법인,5,0,0,4,1,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
2133,30778,경기 용인시 기흥구,고도성장기,없음,개인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
2134,30780,서울 강남구,성숙기,있음,법인,3,0,0,2,1,0,서울/인천/경기,소프트웨어개발/IT기반서비스
2135,30785,충북 청주시 청원구,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,에너지/화학/정밀
2136,30799,서울 용산구,창업기,있음,법인,3,0,0,1,2,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
2137,30815,충남 천안시 서북구,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,에너지/화학/정밀
2138,30819,대전 서구,고도성장기,있음,법인,3,0,0,2,1,0,대전/세종/충청/강원,기타
2139,30839,충북 청주시 청원구,고도성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,음식료/섬유/비금속/기타제조
2140,30846,경기 부천시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
2141,30851,전남 순천시,성숙기,있음,법인,2,0,0,0,0,2,광주/전라/제주,에너지/화학/정밀
2142,30854,경기 화성시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
2143,30873,경북 청도군,초기성장기,있음,법인,2,0,0,0,0,2,대구/경북,음식료/섬유/비금속/기타제조
2144,30875,경기 수원시 팔달구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
2145,30890,대구 달성군,성숙기,없음,개인,0,0,0,0,0,0,대구/경북,음식료/섬유/비금속/기타제조
2146,30893,경기 안산시 단원구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
2147,30901,대구 달서구,성숙기,없음,법인,0,0,0,0,0,0,대구/경북,컴퓨터/반도체/전자부품
2148,30909,전북 익산시,성숙기,없음,개인,0,0,0,0,0,0,광주/전라/제주,음식료/섬유/비금속/기타제조
2149,30918,경기 성남시 분당구,성숙기,있음,법인,4,0,0,4,0,0,서울/인천/경기,통신기기/방송기기
2150,30921,서울 마포구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
2151,30931,경기 남양주시,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,기계/자동차/금속
2152,30944,서울 송파구,고도성장기,있음,법인,7,0,1,5,1,0,서울/인천/경기,기타
2153,30952,광주 광산구,성숙기,없음,법인,0,0,0,0,0,0,광주/전라/제주,컴퓨터/반도체/전자부품
2154,31060,서울 마포구,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
2155,31097,대전 유성구,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,도소매/연구개발서비스/기타서비스
2156,31102,전남 순천시,고도성장기,있음,법인,2,0,0,2,0,0,광주/전라/제주,컴퓨터/반도체/전자부품
2157,31106,전남 장성군,초기성장기,없음,법인,0,0,0,0,0,0,광주/전라/제주,도소매/연구개발서비스/기타서비스
2158,31113,대구 달서구,고도성장기,없음,법인,0,0,0,0,0,0,대구/경북,기계/자동차/금속
2159,31121,경기 수원시 팔달구,고도성장기,있음,개인,1,0,0,1,0,0,서울/인천/경기,정보통신/방송서비스
2160,31131,경기 양주시,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,기계/자동차/금속
2161,31133,서울 성동구,초기성장기,있음,법인,2,0,0,2,0,0,서울/인천/경기,통신기기/방송기기
2162,31163,부산 기장군,초기성장기,없음,개인,0,0,0,0,0,0,부산/경남/울산,기계/자동차/금속
2163,31224,충남 금산군,고도성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,의료/제약
2164,31233,서울 마포구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
2165,31238,대전 유성구,성숙기,있음,법인,1,0,0,1,0,0,대전/세종/충청/강원,도소매/연구개발서비스/기타서비스
2166,31300,경북 칠곡군,성숙기,없음,법인,0,0,0,0,0,0,대구/경북,음식료/섬유/비금속/기타제조
2167,31302,충남 천안시 서북구,성숙기,있음,법인,2,0,0,2,0,0,대전/세종/충청/강원,컴퓨터/반도체/전자부품
2168,31308,서울 구로구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
2169,31322,서울 영등포구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
2170,31328,경기 부천시,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
2171,31341,경기 군포시,성숙기,있음,법인,2,0,0,1,1,0,서울/인천/경기,의료/제약
2172,31351,인천 미추홀구,고도성장기,있음,법인,2,0,1,1,0,0,서울/인천/경기,에너지/화학/정밀
2173,31355,강원 춘천시,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,기타
2174,31374,서울 금천구,고도성장기,있음,법인,3,0,0,2,0,1,서울/인천/경기,컴퓨터/반도체/전자부품
2175,31391,충북 청주시 서원구,쇠퇴기,있음,법인,3,0,0,2,1,0,대전/세종/충청/강원,기타
2176,31398,서울 동대문구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
2177,31405,경기 성남시 분당구,성숙기,있음,법인,3,0,0,2,1,0,서울/인천/경기,기타
2178,31412,경기 광주시,성숙기,있음,법인,3,0,0,1,2,0,서울/인천/경기,의료/제약
2179,31425,경남 밀양시,고도성장기,있음,법인,5,0,0,3,0,2,부산/경남/울산,음식료/섬유/비금속/기타제조
2180,31444,부산 사상구,고도성장기,없음,개인,0,0,0,0,0,0,부산/경남/울산,에너지/화학/정밀
2181,31445,경기 시흥시,고도성장기,없음,개인,0,0,0,0,0,0,서울/인천/경기,에너지/화학/정밀
2182,31455,서울 금천구,성숙기,있음,법인,1,0,0,1,0,0,서울/인천/경기,에너지/화학/정밀
2183,31460,서울 용산구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,에너지/화학/정밀
2184,31485,광주 광산구,고도성장기,없음,법인,0,0,0,0,0,0,광주/전라/제주,의료/제약
2185,31486,대구 동구,고도성장기,있음,법인,5,0,0,2,3,0,대구/경북,의료/제약
2186,31489,인천 연수구,성숙기,있음,법인,3,0,0,1,2,0,서울/인천/경기,기타
2187,31492,서울 성동구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
2188,31513,충북 청주시 흥덕구,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,의료/제약
2189,31522,경남 김해시,쇠퇴기,없음,개인,0,0,0,0,0,0,부산/경남/울산,음식료/섬유/비금속/기타제조
2190,31539,서울 강남구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
2191,31541,경남 김해시,고도성장기,있음,법인,2,0,0,1,1,0,부산/경남/울산,기타
2192,31542,경기 성남시 분당구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,기타
2193,31558,경기 군포시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
2194,31657,전북 군산시,초기성장기,없음,법인,0,0,0,0,0,0,광주/전라/제주,도소매/연구개발서비스/기타서비스
2195,31713,경기 안양시 동안구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
2196,31722,부산 사상구,초기성장기,없음,법인,0,0,0,0,0,0,부산/경남/울산,에너지/화학/정밀
2197,31734,전남 신안군,고도성장기,없음,법인,0,0,0,0,0,0,광주/전라/제주,도소매/연구개발서비스/기타서비스
2198,31741,경기 광주시,성숙기,있음,개인,1,0,0,0,0,1,서울/인천/경기,음식료/섬유/비금속/기타제조
2199,31779,전남 목포시,초기성장기,없음,법인,0,0,0,0,0,0,광주/전라/제주,음식료/섬유/비금속/기타제조
2200,31794,경남 진주시,고도성장기,없음,법인,0,0,0,0,0,0,부산/경남/울산,통신기기/방송기기
2201,31805,경기 안양시 동안구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
2202,31807,경북 영천시,고도성장기,있음,법인,2,0,0,0,0,2,대구/경북,기계/자동차/금속
2203,31811,경남 김해시,성숙기,없음,법인,0,0,0,0,0,0,부산/경남/울산,음식료/섬유/비금속/기타제조
2204,31853,서울 금천구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
2205,31874,광주 광산구,고도성장기,있음,법인,3,0,0,0,0,3,광주/전라/제주,에너지/화학/정밀
2206,31876,전남 무안군,성숙기,없음,법인,0,0,0,0,0,0,광주/전라/제주,음식료/섬유/비금속/기타제조
2207,31882,인천 연수구,성숙기,있음,법인,2,0,0,1,1,0,서울/인천/경기,음식료/섬유/비금속/기타제조
2208,31888,경남 창원시 의창구,고도성장기,있음,법인,2,0,0,0,0,2,부산/경남/울산,도소매/연구개발서비스/기타서비스
2209,31891,서울 송파구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
2210,31892,서울 구로구,성숙기,있음,법인,5,0,1,2,2,0,서울/인천/경기,소프트웨어개발/IT기반서비스
2211,31936,경기 화성시,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
2212,31940,서울 송파구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
2213,31943,경남 김해시,고도성장기,있음,법인,5,0,0,3,2,0,부산/경남/울산,기타
2214,31953,부산 강서구,고도성장기,없음,개인,0,0,0,0,0,0,부산/경남/울산,에너지/화학/정밀
2215,31956,서울 중구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
2216,31969,충남 당진시,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,기계/자동차/금속
2217,32004,전남 나주시,성숙기,없음,법인,0,0,0,0,0,0,광주/전라/제주,에너지/화학/정밀
2218,32014,경기 파주시,고도성장기,있음,법인,1,0,0,0,0,1,서울/인천/경기,도소매/연구개발서비스/기타서비스
2219,32022,강원 홍천군,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,통신기기/방송기기
2220,32033,경기 고양시 덕양구,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
2221,32051,부산 사하구,고도성장기,없음,법인,0,0,0,0,0,0,부산/경남/울산,기계/자동차/금속
2222,32062,광주 광산구,초기성장기,없음,법인,0,0,0,0,0,0,광주/전라/제주,기계/자동차/금속
2223,32074,대구 달서구,성숙기,없음,법인,0,0,0,0,0,0,대구/경북,기계/자동차/금속
2224,32079,서울 강남구,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
2225,32084,광주 북구,성숙기,있음,법인,5,0,0,2,3,0,광주/전라/제주,의료/제약
2226,32126,경남 진주시,초기성장기,없음,개인,0,0,0,0,0,0,부산/경남/울산,도소매/연구개발서비스/기타서비스
2227,32182,경기 성남시 분당구,고도성장기,있음,개인,1,0,0,1,0,0,서울/인천/경기,정보통신/방송서비스
2228,32196,경기 안산시 단원구,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,기계/자동차/금속
2229,32238,경기 안산시 단원구,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,기계/자동차/금속
2230,32244,경북 칠곡군,초기성장기,없음,개인,0,0,0,0,0,0,대구/경북,기계/자동차/금속
2231,32267,부산 해운대구,성숙기,없음,개인,0,0,0,0,0,0,부산/경남/울산,도소매/연구개발서비스/기타서비스
2232,32282,경기 성남시 분당구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,에너지/화학/정밀
2233,32361,경기 성남시 분당구,성숙기,있음,법인,7,0,0,5,2,0,서울/인천/경기,통신기기/방송기기
2234,32370,대전 유성구,성숙기,있음,법인,1,0,0,1,0,0,대전/세종/충청/강원,컴퓨터/반도체/전자부품
2235,32374,충북 보은군,초기성장기,있음,법인,5,0,0,0,5,0,대전/세종/충청/강원,에너지/화학/정밀
2236,32385,경기 수원시 영통구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
2237,32387,서울 서초구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
2238,32392,서울 구로구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
2239,32422,경기 평택시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
2240,32449,서울 금천구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
2241,32460,서울 중구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
2242,32475,서울 용산구,초기성장기,없음,개인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
2243,32485,서울 종로구,초기성장기,있음,개인,2,0,0,1,1,0,서울/인천/경기,정보통신/방송서비스
2244,32488,경기 성남시 분당구,성숙기,있음,법인,10,0,1,2,5,2,서울/인천/경기,기타
2245,32502,경기 안양시 동안구,창업기,있음,법인,2,0,0,2,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
2246,32520,대구 동구,고도성장기,없음,법인,0,0,0,0,0,0,대구/경북,정보통신/방송서비스
2247,32531,부산 부산진구,초기성장기,없음,개인,0,0,0,0,0,0,부산/경남/울산,도소매/연구개발서비스/기타서비스
2248,32569,경기 군포시,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,의료/제약
2249,32574,서울 성동구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
2250,32583,부산 부산진구,성숙기,없음,개인,0,0,0,0,0,0,부산/경남/울산,소프트웨어개발/IT기반서비스
2251,32603,경기 화성시,성숙기,없음,개인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
2252,32604,인천 서구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,에너지/화학/정밀
2253,32614,서울 강서구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
2254,32616,서울 금천구,고도성장기,있음,법인,2,0,0,0,2,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
2255,32617,서울 성동구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
2256,32619,대구 달서구,초기성장기,없음,법인,0,0,0,0,0,0,대구/경북,기계/자동차/금속
2257,32630,서울 강남구,초기성장기,있음,법인,2,0,0,2,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
2258,32646,부산 강서구,성숙기,있음,개인,1,0,0,0,0,1,부산/경남/울산,기계/자동차/금속
2259,32649,경기 시흥시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,기계/자동차/금속
2260,32735,강원 강릉시,고도성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,도소매/연구개발서비스/기타서비스
2261,32744,대구 수성구,고도성장기,없음,법인,0,0,0,0,0,0,대구/경북,도소매/연구개발서비스/기타서비스
2262,32777,울산 중구,성숙기,없음,법인,0,0,0,0,0,0,부산/경남/울산,소프트웨어개발/IT기반서비스
2263,32797,부산 금정구,고도성장기,있음,법인,3,0,0,1,2,0,부산/경남/울산,의료/제약
2264,32839,서울 금천구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
2265,32840,경남 창원시 성산구,창업기,있음,법인,4,0,0,4,0,0,부산/경남/울산,도소매/연구개발서비스/기타서비스
2266,32874,서울 강남구,초기성장기,있음,법인,2,0,0,2,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
2267,32881,강원 원주시,성숙기,있음,법인,3,0,0,1,2,0,대전/세종/충청/강원,의료/제약
